# t qw qx qy qz x y z vx vy vz p q r ax ay az
0.143 0.943144 0.0253084 0.0714762 -0.323621 -0.746001 1.47218 0.910509 -1.38962 -2.79631 0.00615579 -0.160892 -0.113539 0.960859 2.70603 -0.516487 0.650149 
0.144 0.943305 0.0252486 0.0714371 -0.323164 -0.74739 1.46939 0.910515 -1.38774 -2.79841 0.00638859 -0.16094 -0.111053 0.959861 2.70947 -0.490235 0.650397 
0.145 0.943466 0.0251892 0.0713992 -0.322707 -0.748776 1.46659 0.910521 -1.38583 -2.80049 0.00662143 -0.160987 -0.108535 0.958851 2.71285 -0.464013 0.650576 
0.146 0.943626 0.0251302 0.0713625 -0.32225 -0.750161 1.46379 0.910528 -1.38391 -2.80255 0.00685427 -0.161034 -0.105982 0.957829 2.71618 -0.437824 0.650685 
0.147 0.943786 0.0250715 0.071327 -0.321794 -0.751544 1.46098 0.910535 -1.38197 -2.80459 0.00708702 -0.161078 -0.103396 0.956795 2.71944 -0.411666 0.650724 
0.148 0.943946 0.0250131 0.0712928 -0.321339 -0.752925 1.45818 0.910542 -1.38 -2.80661 0.00731962 -0.161122 -0.100776 0.955749 2.72265 -0.385541 0.650689 
0.149 0.944104 0.0249551 0.0712598 -0.320883 -0.754304 1.45537 0.91055 -1.37802 -2.8086 0.007552 -0.161164 -0.098123 0.954691 2.7258 -0.359449 0.650582 
0.15 0.944263 0.0248975 0.071228 -0.320428 -0.755681 1.45256 0.910557 -1.37601 -2.81058 0.00778409 -0.161205 -0.0954361 0.953621 2.72889 -0.333389 0.6504 
0.151 0.944421 0.0248403 0.0711976 -0.319974 -0.757056 1.44975 0.910565 -1.37399 -2.81254 0.00801581 -0.161245 -0.0927156 0.952539 2.73192 -0.307363 0.650143 
0.152 0.944578 0.0247834 0.0711684 -0.319519 -0.758429 1.44693 0.910573 -1.37194 -2.81447 0.00824709 -0.161282 -0.0899615 0.951445 2.73489 -0.28137 0.64981 
0.153 0.944735 0.0247269 0.0711405 -0.319066 -0.7598 1.44412 0.910582 -1.36988 -2.81639 0.00847785 -0.161319 -0.0871738 0.950338 2.7378 -0.255412 0.649398 
0.154 0.944892 0.0246708 0.071114 -0.318612 -0.761169 1.4413 0.91059 -1.36779 -2.81828 0.00870803 -0.161353 -0.0843525 0.94922 2.74065 -0.229488 0.648908 
0.155 0.945048 0.0246151 0.0710888 -0.318159 -0.762536 1.43848 0.910599 -1.36569 -2.82015 0.00893754 -0.161386 -0.0814975 0.94809 2.74343 -0.203599 0.648338 
0.156 0.945203 0.0245597 0.071065 -0.317707 -0.7639 1.43566 0.910608 -1.36356 -2.822 0.0091663 -0.161417 -0.078609 0.946948 2.74615 -0.177744 0.647687 
0.157 0.945358 0.0245048 0.0710426 -0.317255 -0.765263 1.43284 0.910618 -1.36142 -2.82383 0.00939423 -0.161447 -0.0756869 0.945794 2.7488 -0.151925 0.646953 
0.158 0.945513 0.0244503 0.0710215 -0.316803 -0.766623 1.43001 0.910627 -1.35926 -2.82564 0.00962125 -0.161474 -0.0727312 0.944628 2.75139 -0.126142 0.646136 
0.159 0.945666 0.0243962 0.0710019 -0.316352 -0.767981 1.42719 0.910637 -1.35708 -2.82743 0.00984729 -0.161499 -0.0697418 0.94345 2.75392 -0.100395 0.645234 
0.16 0.94582 0.0243425 0.0709836 -0.315901 -0.769337 1.42436 0.910647 -1.35488 -2.8292 0.0100722 -0.161523 -0.0667189 0.94226 2.75638 -0.0746835 0.644247 
0.161 0.945973 0.0242892 0.0709669 -0.315451 -0.770691 1.42153 0.910657 -1.35266 -2.83094 0.0102961 -0.161544 -0.0636624 0.941059 2.75877 -0.049009 0.643172 
0.162 0.946125 0.0242364 0.0709515 -0.315001 -0.772043 1.4187 0.910667 -1.35042 -2.83266 0.0105186 -0.161563 -0.0605723 0.939845 2.76109 -0.0233715 0.64201 
0.163 0.946277 0.024184 0.0709377 -0.314552 -0.773392 1.41586 0.910678 -1.34816 -2.83437 0.0107398 -0.161579 -0.0574486 0.93862 2.76335 0.00222874 0.640757 
0.164 0.946428 0.024132 0.0709253 -0.314103 -0.774739 1.41303 0.910689 -1.34588 -2.83605 0.0109596 -0.161593 -0.0542913 0.937382 2.76553 0.0277914 0.639415 
0.165 0.946579 0.0240805 0.0709144 -0.313654 -0.776084 1.41019 0.9107 -1.34359 -2.83771 0.0111779 -0.161605 -0.0511004 0.936133 2.76765 0.0533162 0.63798 
0.166 0.94673 0.0240294 0.0709051 -0.313206 -0.777426 1.40735 0.910711 -1.34128 -2.83935 0.0113946 -0.161614 -0.0478759 0.934872 2.76969 0.0788028 0.636452 
0.167 0.946879 0.0239788 0.0708973 -0.312759 -0.778766 1.40451 0.910723 -1.33895 -2.84096 0.0116096 -0.161621 -0.0446179 0.933599 2.77167 0.104251 0.634829 
0.168 0.947029 0.0239286 0.070891 -0.312312 -0.780104 1.40167 0.910734 -1.3366 -2.84256 0.0118229 -0.161625 -0.0413262 0.932314 2.77357 0.12966 0.633111 
0.169 0.947177 0.0238789 0.0708863 -0.311866 -0.781439 1.39883 0.910746 -1.33423 -2.84413 0.0120342 -0.161626 -0.038001 0.931018 2.7754 0.15503 0.631295 
0.17 0.947325 0.0238296 0.0708832 -0.31142 -0.782773 1.39598 0.910759 -1.33185 -2.84568 0.0122435 -0.161624 -0.0346421 0.92971 2.77716 0.180361 0.629382 
0.171 0.947473 0.0237809 0.0708817 -0.310974 -0.784103 1.39314 0.910771 -1.32945 -2.84721 0.0124508 -0.161619 -0.0312497 0.928389 2.77884 0.205652 0.627368 
0.172 0.94762 0.0237326 0.0708818 -0.310529 -0.785431 1.39029 0.910783 -1.32703 -2.84872 0.0126559 -0.161611 -0.0278237 0.927058 2.78044 0.230903 0.625254 
0.173 0.947767 0.0236848 0.0708835 -0.310085 -0.786757 1.38744 0.910796 -1.32459 -2.8502 0.0128588 -0.161601 -0.0243642 0.925714 2.78197 0.256114 0.623038 
0.174 0.947913 0.0236375 0.0708869 -0.309641 -0.788081 1.38459 0.910809 -1.32214 -2.85167 0.0130592 -0.161586 -0.020871 0.924359 2.78343 0.281284 0.620718 
0.175 0.948058 0.0235907 0.0708919 -0.309198 -0.789401 1.38174 0.910822 -1.31967 -2.85311 0.0132572 -0.161569 -0.0173443 0.922992 2.7848 0.306413 0.618292 
0.176 0.948203 0.0235444 0.0708986 -0.308755 -0.79072 1.37888 0.910836 -1.31718 -2.85453 0.0134526 -0.161548 -0.013784 0.921613 2.7861 0.331501 0.615761 
0.177 0.948348 0.0234986 0.070907 -0.308313 -0.792036 1.37603 0.910849 -1.31468 -2.85593 0.0136453 -0.161524 -0.0101902 0.920222 2.78732 0.356547 0.613122 
0.178 0.948491 0.0234533 0.0709171 -0.307871 -0.793349 1.37317 0.910863 -1.31216 -2.8573 0.0138352 -0.161496 -0.00656276 0.91882 2.78846 0.381552 0.610374 
0.179 0.948635 0.0234086 0.070929 -0.30743 -0.79466 1.37031 0.910877 -1.30962 -2.85865 0.0140222 -0.161465 -0.00290178 0.917406 2.78951 0.406514 0.607515 
0.18 0.948778 0.0233643 0.0709425 -0.306989 -0.795968 1.36745 0.910891 -1.30706 -2.85998 0.0142062 -0.16143 0.000792766 0.915981 2.79049 0.431435 0.604544 
0.181 0.94892 0.0233206 0.0709579 -0.306549 -0.797274 1.36459 0.910905 -1.30449 -2.86129 0.0143871 -0.161391 0.00452087 0.914544 2.79138 0.456312 0.60146 
0.182 0.949061 0.0232775 0.070975 -0.30611 -0.798577 1.36173 0.91092 -1.30191 -2.86258 0.0145647 -0.161348 0.00828253 0.913095 2.79219 0.481147 0.598261 
0.183 0.949202 0.0232349 0.0709939 -0.305671 -0.799878 1.35887 0.910934 -1.29931 -2.86384 0.014739 -0.161301 0.0120777 0.911635 2.79292 0.505939 0.594947 
0.184 0.949343 0.0231928 0.0710146 -0.305233 -0.801176 1.356 0.910949 -1.29669 -2.86508 0.0149099 -0.16125 0.0159065 0.910163 2.79356 0.530687 0.591514 
0.185 0.949483 0.0231513 0.0710371 -0.304795 -0.802471 1.35314 0.910964 -1.29406 -2.8663 0.0150771 -0.161195 0.0197688 0.908679 2.79411 0.555392 0.587962 
0.186 0.949622 0.0231103 0.0710614 -0.304358 -0.803764 1.35027 0.910979 -1.29141 -2.8675 0.0152407 -0.161135 0.0236647 0.907184 2.79458 0.580052 0.58429 
0.187 0.949761 0.0230699 0.0710876 -0.303922 -0.805054 1.3474 0.910995 -1.28874 -2.86867 0.0154004 -0.161071 0.0275941 0.905677 2.79496 0.604669 0.580496 
0.188 0.949899 0.0230301 0.0711157 -0.303486 -0.806342 1.34453 0.91101 -1.28606 -2.86983 0.0155562 -0.161003 0.031557 0.904159 2.79525 0.629241 0.576578 
0.189 0.950037 0.0229909 0.0711457 -0.303051 -0.807626 1.34166 0.911026 -1.28337 -2.87095 0.0157079 -0.16093 0.0355535 0.90263 2.79545 0.653768 0.572535 
0.19 0.950174 0.0229522 0.0711775 -0.302616 -0.808908 1.33879 0.911042 -1.28066 -2.87206 0.0158554 -0.160852 0.0395835 0.901089 2.79556 0.678251 0.568366 
0.191 0.95031 0.0229141 0.0712113 -0.302182 -0.810188 1.33592 0.911058 -1.27794 -2.87314 0.0159987 -0.16077 0.043647 0.899536 2.79558 0.702688 0.564068 
0.192 0.950446 0.0228767 0.071247 -0.301749 -0.811464 1.33304 0.911074 -1.2752 -2.8742 0.0161375 -0.160682 0.047744 0.897972 2.7955 0.72708 0.559641 
0.193 0.950582 0.0228398 0.0712846 -0.301316 -0.812738 1.33017 0.91109 -1.27245 -2.87524 0.0162717 -0.16059 0.0518746 0.896396 2.79534 0.751426 0.555082 
0.194 0.950716 0.0228035 0.0713242 -0.300884 -0.814009 1.32729 0.911106 -1.26968 -2.87626 0.0164012 -0.160492 0.0560387 0.89481 2.79508 0.775726 0.550391 
0.195 0.95085 0.0227679 0.0713658 -0.300453 -0.815277 1.32442 0.911123 -1.2669 -2.87725 0.0165259 -0.160389 0.0602362 0.893211 2.79472 0.79998 0.545565 
0.196 0.950984 0.0227329 0.0714093 -0.300022 -0.816543 1.32154 0.911139 -1.2641 -2.87822 0.0166457 -0.160281 0.0644673 0.891602 2.79427 0.824188 0.540603 
0.197 0.951117 0.0226985 0.0714549 -0.299592 -0.817806 1.31866 0.911156 -1.26129 -2.87916 0.0167603 -0.160168 0.0687319 0.889981 2.79372 0.848349 0.535503 
0.198 0.951249 0.0226647 0.0715025 -0.299163 -0.819066 1.31578 0.911173 -1.25847 -2.88008 0.0168697 -0.160049 0.07303 0.888348 2.79307 0.872464 0.530264 
0.199 0.951381 0.0226316 0.0715521 -0.298734 -0.820323 1.3129 0.91119 -1.25564 -2.88098 0.0169738 -0.159924 0.0773616 0.886705 2.79232 0.896532 0.524885 
0.2 0.951512 0.0225991 0.0716038 -0.298306 -0.821577 1.31002 0.911207 -1.25279 -2.88186 0.0170724 -0.159794 0.0817267 0.88505 2.79148 0.920552 0.519362 
0.201 0.951643 0.0225673 0.0716575 -0.297878 -0.822828 1.30714 0.911224 -1.24993 -2.88271 0.0171666 -0.159662 0.0860899 0.883402 2.77718 0.930666 0.514331 
0.202 0.951773 0.0225361 0.0717133 -0.297452 -0.824077 1.30425 0.911241 -1.24709 -2.88355 0.0172577 -0.159535 0.0904158 0.88178 2.76285 0.940761 0.509273 
0.203 0.951902 0.0225056 0.0717712 -0.297026 -0.825322 1.30137 0.911258 -1.24425 -2.88436 0.0173456 -0.159412 0.0947044 0.880183 2.74849 0.950837 0.50419 
0.204 0.952031 0.0224757 0.071831 -0.2966 -0.826565 1.29849 0.911276 -1.24141 -2.88516 0.0174304 -0.159293 0.0989557 0.878612 2.73408 0.960895 0.499082 
0.205 0.952159 0.0224464 0.0718929 -0.296176 -0.827805 1.2956 0.911293 -1.23858 -2.88594 0.0175121 -0.159178 0.10317 0.877067 2.71965 0.970934 0.493949 
0.206 0.952287 0.0224177 0.0719567 -0.295751 -0.829042 1.29271 0.911311 -1.23576 -2.8867 0.0175904 -0.159067 0.107347 0.875548 2.70518 0.980955 0.488793 
0.207 0.952414 0.0223897 0.0720225 -0.295328 -0.830277 1.28983 0.911328 -1.23294 -2.88744 0.0176656 -0.15896 0.111486 0.874054 2.69068 0.990958 0.483614 
0.208 0.952541 0.0223622 0.0720903 -0.294905 -0.831508 1.28694 0.911346 -1.23013 -2.88815 0.0177374 -0.158857 0.115588 0.872586 2.67615 1.00094 0.478413 
0.209 0.952667 0.0223354 0.0721599 -0.294483 -0.832737 1.28405 0.911364 -1.22733 -2.88885 0.017806 -0.158757 0.119653 0.871144 2.6616 1.01091 0.473191 
0.21 0.952792 0.0223091 0.0722315 -0.294061 -0.833963 1.28116 0.911382 -1.22453 -2.88954 0.0178712 -0.158661 0.123681 0.869727 2.64701 1.02086 0.467949 
0.211 0.952917 0.0222834 0.072305 -0.29364 -0.835186 1.27827 0.9114 -1.22174 -2.8902 0.0179331 -0.158569 0.127671 0.868336 2.6324 1.0308 0.462687 
0.212 0.953042 0.0222582 0.0723804 -0.293219 -0.836406 1.27538 0.911417 -1.21895 -2.89084 0.0179916 -0.158481 0.131624 0.866971 2.61777 1.04072 0.457406 
0.213 0.953165 0.0222337 0.0724576 -0.292799 -0.837624 1.27249 0.911436 -1.21617 -2.89146 0.0180467 -0.158396 0.13554 0.865632 2.60311 1.05062 0.452107 
0.214 0.953289 0.0222097 0.0725367 -0.29238 -0.838839 1.2696 0.911454 -1.2134 -2.89207 0.0180984 -0.158315 0.139418 0.864318 2.58843 1.06051 0.44679 
0.215 0.953411 0.0221862 0.0726176 -0.291961 -0.840051 1.26671 0.911472 -1.21063 -2.89265 0.0181467 -0.158237 0.143259 0.86303 2.57373 1.07038 0.441458 
0.216 0.953534 0.0221633 0.0727004 -0.291542 -0.84126 1.26381 0.91149 -1.20787 -2.89322 0.0181915 -0.158163 0.147063 0.861768 2.55901 1.08024 0.436109 
0.217 0.953656 0.0221409 0.0727849 -0.291124 -0.842466 1.26092 0.911508 -1.20512 -2.89376 0.0182328 -0.158092 0.150829 0.860532 2.54427 1.09008 0.430745 
0.218 0.953777 0.0221191 0.0728712 -0.290707 -0.84367 1.25802 0.911526 -1.20238 -2.89429 0.0182707 -0.158025 0.154558 0.859321 2.52952 1.09991 0.425368 
0.219 0.953898 0.0220978 0.0729592 -0.29029 -0.844871 1.25513 0.911545 -1.19964 -2.8948 0.018305 -0.157961 0.15825 0.858137 2.51475 1.10973 0.419977 
0.22 0.954018 0.0220769 0.073049 -0.289873 -0.846069 1.25224 0.911563 -1.19691 -2.89529 0.0183358 -0.1579 0.161905 0.856978 2.49997 1.11953 0.414573 
0.221 0.954138 0.0220566 0.0731405 -0.289457 -0.847265 1.24934 0.911581 -1.19418 -2.89576 0.0183631 -0.157842 0.165522 0.855845 2.48517 1.12931 0.409158 
0.222 0.954257 0.0220369 0.0732337 -0.289041 -0.848458 1.24644 0.9116 -1.19146 -2.89621 0.0183868 -0.157788 0.169102 0.854738 2.47037 1.13909 0.403732 
0.223 0.954376 0.0220175 0.0733287 -0.288626 -0.849648 1.24355 0.911618 -1.18875 -2.89664 0.018407 -0.157737 0.172644 0.853656 2.45555 1.14885 0.398296 
0.224 0.954494 0.0219987 0.0734252 -0.288211 -0.850835 1.24065 0.911636 -1.18605 -2.89705 0.0184236 -0.157689 0.176149 0.852601 2.44073 1.1586 0.392851 
0.225 0.954612 0.0219804 0.0735235 -0.287797 -0.85202 1.23775 0.911655 -1.18335 -2.89745 0.0184366 -0.157644 0.179617 0.851571 2.4259 1.16834 0.387397 
0.226 0.954729 0.0219625 0.0736233 -0.287383 -0.853202 1.23486 0.911673 -1.18066 -2.89782 0.018446 -0.157603 0.183048 0.850568 2.41106 1.17807 0.381936 
0.227 0.954846 0.0219452 0.0737248 -0.286969 -0.854381 1.23196 0.911692 -1.17798 -2.89818 0.0184517 -0.157564 0.186441 0.84959 2.39622 1.18778 0.376468 
0.228 0.954963 0.0219282 0.0738279 -0.286556 -0.855558 1.22906 0.91171 -1.1753 -2.89851 0.0184539 -0.157528 0.189797 0.848638 2.38138 1.19748 0.370994 
0.229 0.955079 0.0219118 0.0739326 -0.286143 -0.856732 1.22616 0.911729 -1.17264 -2.89883 0.0184525 -0.157496 0.193115 0.847712 2.36654 1.20718 0.365515 
0.23 0.955195 0.0218957 0.0740389 -0.28573 -0.857903 1.22326 0.911747 -1.16998 -2.89913 0.0184474 -0.157466 0.196397 0.846811 2.35169 1.21686 0.360032 
0.231 0.95531 0.0218802 0.0741467 -0.285318 -0.859072 1.22036 0.911766 -1.16732 -2.89941 0.0184387 -0.15744 0.199641 0.845937 2.33685 1.22654 0.354546 
0.232 0.955425 0.021865 0.074256 -0.284906 -0.860238 1.21746 0.911784 -1.16468 -2.89967 0.0184263 -0.157416 0.202847 0.845089 2.32201 1.2362 0.349057 
0.233 0.955539 0.0218503 0.0743668 -0.284494 -0.861401 1.21456 0.911802 -1.16204 -2.89991 0.0184103 -0.157395 0.206016 0.844266 2.30718 1.24585 0.343566 
0.234 0.955653 0.021836 0.0744792 -0.284083 -0.862562 1.21166 0.911821 -1.15941 -2.90014 0.0183906 -0.157377 0.209148 0.84347 2.29235 1.2555 0.338075 
0.235 0.955767 0.0218221 0.074593 -0.283672 -0.86372 1.20876 0.911839 -1.15679 -2.90034 0.0183673 -0.157361 0.212243 0.842699 2.27753 1.26514 0.332584 
0.236 0.95588 0.0218087 0.0747083 -0.283261 -0.864876 1.20586 0.911858 -1.15417 -2.90053 0.0183403 -0.157349 0.2153 0.841954 2.26272 1.27477 0.327095 
0.237 0.955992 0.0217956 0.074825 -0.282851 -0.866028 1.20296 0.911876 -1.15156 -2.90069 0.0183097 -0.157339 0.218319 0.841236 2.24792 1.28439 0.321607 
0.238 0.956105 0.021783 0.0749431 -0.282441 -0.867179 1.20006 0.911894 -1.14896 -2.90084 0.0182754 -0.157332 0.221302 0.840543 2.23313 1.294 0.316121 
0.239 0.956217 0.0217707 0.0750627 -0.282031 -0.868326 1.19716 0.911912 -1.14637 -2.90097 0.0182375 -0.157328 0.224247 0.839876 2.21835 1.30361 0.31064 
0.24 0.956328 0.0217588 0.0751836 -0.281621 -0.869471 1.19426 0.911931 -1.14379 -2.90108 0.0181959 -0.157327 0.227155 0.839235 2.20359 1.31321 0.305163 
0.241 0.956439 0.0217473 0.075306 -0.281211 -0.870614 1.19136 0.911949 -1.14121 -2.90117 0.0181507 -0.157328 0.230025 0.83862 2.18884 1.32281 0.299692 
0.242 0.95655 0.0217362 0.0754297 -0.280802 -0.871754 1.18846 0.911967 -1.13864 -2.90125 0.0181018 -0.157332 0.232858 0.838031 2.17412 1.3324 0.294227 
0.243 0.956661 0.0217254 0.0755547 -0.280393 -0.872891 1.18556 0.911985 -1.13608 -2.9013 0.0180492 -0.157338 0.235653 0.837468 2.15941 1.34198 0.28877 
0.244 0.956771 0.021715 0.075681 -0.279984 -0.874026 1.18265 0.912003 -1.13353 -2.90134 0.0179931 -0.157347 0.238412 0.836931 2.14472 1.35156 0.28332 
0.245 0.95688 0.021705 0.0758086 -0.279575 -0.875158 1.17975 0.912021 -1.13098 -2.90136 0.0179333 -0.157359 0.241132 0.83642 2.13005 1.36113 0.27788 
0.246 0.95699 0.0216952 0.0759376 -0.279166 -0.876288 1.17685 0.912039 -1.12844 -2.90136 0.0178698 -0.157373 0.243816 0.835935 2.11541 1.3707 0.27245 
0.247 0.957099 0.0216859 0.0760678 -0.278758 -0.877415 1.17395 0.912057 -1.12591 -2.90134 0.0178028 -0.15739 0.246462 0.835477 2.10079 1.38027 0.267032 
0.248 0.957207 0.0216769 0.0761992 -0.278349 -0.87854 1.17105 0.912075 -1.12339 -2.9013 0.0177322 -0.157409 0.24907 0.835044 2.0862 1.38983 0.261625 
0.249 0.957315 0.0216682 0.0763319 -0.277941 -0.879662 1.16815 0.912092 -1.12087 -2.90125 0.0176579 -0.157431 0.251642 0.834637 2.07164 1.39939 0.256231 
0.25 0.957423 0.0216598 0.0764658 -0.277533 -0.880782 1.16525 0.91211 -1.11836 -2.90117 0.0175801 -0.157455 0.254176 0.834256 2.05711 1.40895 0.250851 
0.251 0.957531 0.0216518 0.0766009 -0.277125 -0.881899 1.16234 0.912127 -1.11587 -2.90108 0.0174987 -0.157482 0.256672 0.833901 2.04261 1.4185 0.245486 
0.252 0.957638 0.021644 0.0767371 -0.276717 -0.883013 1.15944 0.912145 -1.11337 -2.90097 0.0174137 -0.157512 0.259131 0.833572 2.02814 1.42805 0.240136 
0.253 0.957745 0.0216366 0.0768746 -0.276309 -0.884125 1.15654 0.912162 -1.11089 -2.90084 0.0173252 -0.157544 0.261553 0.833269 2.0137 1.4376 0.234804 
0.254 0.957852 0.0216295 0.0770131 -0.275901 -0.885235 1.15364 0.91218 -1.10841 -2.90069 0.0172332 -0.157578 0.263937 0.832992 1.99931 1.44715 0.229489 
0.255 0.957958 0.0216226 0.0771528 -0.275493 -0.886342 1.15074 0.912197 -1.10595 -2.90053 0.0171376 -0.157615 0.266284 0.832741 1.98495 1.4567 0.224192 
0.256 0.958064 0.0216161 0.0772936 -0.275085 -0.887447 1.14784 0.912214 -1.10349 -2.90034 0.0170385 -0.157655 0.268594 0.832517 1.97062 1.46625 0.218916 
0.257 0.95817 0.0216098 0.0774355 -0.274677 -0.888549 1.14494 0.912231 -1.10103 -2.90014 0.016936 -0.157696 0.270866 0.832318 1.95634 1.47579 0.21366 
0.258 0.958275 0.0216038 0.0775785 -0.27427 -0.889649 1.14204 0.912248 -1.09859 -2.89992 0.0168299 -0.157741 0.2731 0.832145 1.9421 1.48534 0.208426 
0.259 0.95838 0.0215981 0.0777225 -0.273862 -0.890746 1.13914 0.912264 -1.09615 -2.89969 0.0167205 -0.157787 0.275298 0.831999 1.92791 1.49489 0.203214 
0.26 0.958485 0.0215927 0.0778676 -0.273454 -0.891841 1.13624 0.912281 -1.09372 -2.89943 0.0166075 -0.157837 0.277457 0.831878 1.91376 1.50444 0.198026 
0.261 0.958589 0.0215875 0.0780136 -0.273046 -0.892934 1.13334 0.912298 -1.0913 -2.89916 0.0164912 -0.157888 0.27958 0.831784 1.89965 1.51399 0.192862 
0.262 0.958694 0.0215825 0.0781607 -0.272638 -0.894024 1.13044 0.912314 -1.08889 -2.89887 0.0163715 -0.157942 0.281665 0.831715 1.8856 1.52355 0.187724 
0.263 0.958798 0.0215778 0.0783088 -0.27223 -0.895112 1.12754 0.91233 -1.08648 -2.89856 0.0162484 -0.157999 0.283712 0.831673 1.87159 1.5331 0.182613 
0.264 0.958901 0.0215734 0.0784578 -0.271822 -0.896197 1.12465 0.912347 -1.08408 -2.89823 0.016122 -0.158058 0.285722 0.831657 1.85764 1.54266 0.177529 
0.265 0.959005 0.0215692 0.0786078 -0.271414 -0.89728 1.12175 0.912363 -1.08169 -2.89788 0.0159922 -0.158119 0.287695 0.831666 1.84374 1.55222 0.172474 
0.266 0.959108 0.0215652 0.0787587 -0.271006 -0.89836 1.11885 0.912379 -1.07931 -2.89752 0.0158592 -0.158183 0.28963 0.831702 1.8299 1.56179 0.167448 
0.267 0.959211 0.0215615 0.0789105 -0.270598 -0.899438 1.11595 0.912394 -1.07694 -2.89714 0.0157229 -0.15825 0.291528 0.831764 1.81611 1.57136 0.162453 
0.268 0.959313 0.0215579 0.0790632 -0.27019 -0.900514 1.11306 0.91241 -1.07457 -2.89674 0.0155833 -0.158318 0.293389 0.831852 1.80238 1.58093 0.15749 
0.269 0.959416 0.0215546 0.0792168 -0.269781 -0.901588 1.11016 0.912426 -1.07221 -2.89633 0.0154405 -0.15839 0.295211 0.831966 1.78871 1.59051 0.152559 
0.27 0.959518 0.0215515 0.0793712 -0.269372 -0.902659 1.10726 0.912441 -1.06986 -2.89589 0.0152945 -0.158463 0.296997 0.832106 1.7751 1.6001 0.147662 
0.271 0.95962 0.0215486 0.0795265 -0.268964 -0.903727 1.10437 0.912456 -1.06751 -2.89544 0.0151454 -0.158539 0.298745 0.832273 1.76155 1.60969 0.1428 
0.272 0.959721 0.0215459 0.0796826 -0.268555 -0.904794 1.10147 0.912471 -1.06517 -2.89497 0.0149931 -0.158618 0.300456 0.832465 1.74807 1.61928 0.137974 
0.273 0.959823 0.0215434 0.0798395 -0.268146 -0.905858 1.09858 0.912486 -1.06284 -2.89449 0.0148377 -0.158699 0.302129 0.832683 1.73465 1.62888 0.133185 
0.274 0.959924 0.0215411 0.0799972 -0.267736 -0.906919 1.09568 0.912501 -1.06052 -2.89398 0.0146793 -0.158783 0.303764 0.832928 1.72131 1.63849 0.128433 
0.275 0.960025 0.021539 0.0801557 -0.267327 -0.907979 1.09279 0.912515 -1.05821 -2.89346 0.0145178 -0.158869 0.305363 0.833198 1.70803 1.64811 0.12372 
0.276 0.960125 0.021537 0.0803149 -0.266917 -0.909036 1.0899 0.91253 -1.0559 -2.89292 0.0143533 -0.158958 0.306923 0.833495 1.69482 1.65773 0.119048 
0.277 0.960226 0.0215352 0.0804748 -0.266507 -0.910091 1.087 0.912544 -1.0536 -2.89237 0.0141858 -0.159049 0.308447 0.833817 1.68169 1.66737 0.114416 
0.278 0.960326 0.0215336 0.0806355 -0.266097 -0.911143 1.08411 0.912558 -1.05131 -2.89179 0.0140154 -0.159143 0.309932 0.834166 1.66863 1.67701 0.109827 
0.279 0.960426 0.0215321 0.0807968 -0.265687 -0.912193 1.08122 0.912572 -1.04902 -2.8912 0.0138421 -0.159239 0.311381 0.834541 1.65565 1.68666 0.10528 
0.28 0.960526 0.0215308 0.0809589 -0.265276 -0.913241 1.07833 0.912586 -1.04674 -2.8906 0.013666 -0.159338 0.312792 0.834941 1.64274 1.69632 0.100778 
0.281 0.960626 0.0215296 0.0811216 -0.264865 -0.914287 1.07544 0.9126 -1.04447 -2.88997 0.013487 -0.159439 0.314165 0.835368 1.62992 1.70599 0.0963213 
0.282 0.960726 0.0215286 0.0812849 -0.264454 -0.91533 1.07255 0.912613 -1.04221 -2.88933 0.0133052 -0.159543 0.315501 0.835821 1.61717 1.71567 0.0919108 
0.283 0.960825 0.0215277 0.0814489 -0.264042 -0.916371 1.06966 0.912626 -1.03995 -2.88867 0.0131206 -0.15965 0.316799 0.8363 1.60451 1.72536 0.0875479 
0.284 0.960924 0.021527 0.0816134 -0.26363 -0.91741 1.06677 0.912639 -1.0377 -2.88799 0.0129334 -0.159759 0.31806 0.836805 1.59194 1.73506 0.0832334 
0.285 0.961023 0.0215264 0.0817786 -0.263218 -0.918446 1.06388 0.912652 -1.03546 -2.8873 0.0127435 -0.159871 0.319284 0.837336 1.57945 1.74477 0.0789685 
0.286 0.961122 0.0215259 0.0819443 -0.262806 -0.919481 1.061 0.912665 -1.03322 -2.88659 0.0125509 -0.159986 0.32047 0.837894 1.56705 1.75449 0.0747544 
0.287 0.96122 0.0215255 0.0821106 -0.262393 -0.920513 1.05811 0.912677 -1.03099 -2.88587 0.0123558 -0.160104 0.321618 0.838477 1.55474 1.76423 0.070592 
0.288 0.961319 0.0215252 0.0822774 -0.26198 -0.921543 1.05523 0.912689 -1.02877 -2.88512 0.0121581 -0.160224 0.322729 0.839086 1.54252 1.77398 0.0664825 
